1	31 
2	28 
3	13 
4	35 
5	20 
6	27 
7	15 
8	35 
9	37 
10	26 
11	21 
12	38 
13	23 
14	17 
15	14 
16	7 
17	26 
18	22 
19	14 
20	32 
21	6 
22	7 
23	1 
24	19 
25	16 
26	8 
27	25 
28	35 
29	13 
30	32 
31	16 
32	1 
33	11 
34	37 
35	18 
36	30 
37	15 
38	35 
39	28 
40	22 
41	16 
42	35 
43	13 
44	5 
45	4 
46	8 
47	12 
48	19 
49	10 
50	25 
51	3 
52	16 
53	1 
54	1 
55	20 
56	11 
57	39 
58	7 
59	35 
60	12 
61	34 
62	8 
63	24 
64	22 
65	38 
66	4 
67	8 
68	7 
69	23 
70	3 
71	40 
72	32 
73	13 
74	38 
75	12 
76	26 
77	7 
78	38 
79	24 
80	29 
81	6 
82	16 
83	35 
84	36 
85	4 
86	15 
87	39 
88	38 
89	40 
90	32 
91	31 
92	38 
93	1 
94	10 
95	38 
96	26 
97	15 
98	7 
99	3 
100	22 
101	32 
102	24 
103	8 
104	22 
105	13 
106	2 
107	7 
108	8 
109	8 
110	1 
111	15 
112	40 
113	33 
114	10 
115	21 
116	16 
117	5 
118	27 
119	17 
120	15 
121	15 
122	8 
123	35 
124	38 
125	12 
126	10 
127	27 
128	20 
129	34 
130	15 
131	2 
132	34 
133	1 
134	39 
135	28 
136	3 
137	7 
138	37 
139	36 
140	33 
141	34 
142	26 
143	22 
144	26 
145	14 
146	21 
147	35 
148	22 
149	22 
150	7 
151	34 
152	30 
153	16 
154	4 
155	38 
156	5 
157	33 
158	14 
159	13 
160	33 
161	17 
162	22 
163	8 
164	8 
165	19 
166	38 
167	34 
168	16 
169	20 
170	13 
171	22 
172	19 
173	7 
174	23 
175	2 
176	31 
177	23 
178	22 
179	2 
180	23 
181	22 
182	6 
183	1 
184	23 
185	18 
186	21 
187	13 
188	8 
189	8 
190	30 
191	2 
192	17 
193	13 
194	33 
195	7 
196	29 
197	23 
198	20 
199	15 
200	38 
201	1 
202	17 
203	22 
204	9 
205	24 
206	1 
207	40 
208	29 
209	8 
210	38 
211	38 
212	6 
213	19 
214	8 
215	37 
216	1 
217	25 
218	2 
219	37 
220	29 
221	26 
222	12 
223	1 
224	15 
225	12 
226	12 
227	34 
228	22 
229	34 
