degree distribution (probability density function of the degree in logarithmic bins) 
7.43307	0.167007
9.43787	0.0912852
11.4472	0.0545797
13.9636	0.0400988
16.8571	0.0251554
20.1538	0.0191893
25.0156	0.0129347
30.0698	0.00713935
37.7391	0.00627424
46.1034	0.00324948

degree distribution (degree-occurrences) 
7	0.144
8	0.11
9	0.095
10	0.074
11	0.068
12	0.055
13	0.038
14	0.038
15	0.034
16	0.036
17	0.024
18	0.024
19	0.024
20	0.027
21	0.018
22	0.009
23	0.014
24	0.011
25	0.016
26	0.006
27	0.017
28	0.01
29	0.006
30	0.009
31	0.01
32	0.005
33	0.003
34	0.003
35	0.005
36	0.009
37	0.003
38	0.007
39	0.008
40	0.005
41	0.006
42	0.003
43	0.001
44	0.004
45	0.004
46	0.005
47	0.004
48	0.002
49	0.002
50	0.004


--------------------------------------
community distribution (size-occurrences)
7	0.05
8	0.025
9	0.025
10	0.075
11	0.025
13	0.075
14	0.05
15	0.05
16	0.025
17	0.025
19	0.025
20	0.025
22	0.025
23	0.025
24	0.025
27	0.05
30	0.025
33	0.05
35	0.025
36	0.05
37	0.025
39	0.025
41	0.025
43	0.025
45	0.1
46	0.025
47	0.025


--------------------------------------
mixing parameter
0.111111	0.002
0.142857	0.002
0.166667	0.001
0.2	0.002
0.222222	0.028
0.230769	0.007
0.250894	0.103
0.281422	0.279
0.29819	0.225
0.312599	0.124
0.333333	0.131
0.361961	0.031
0.375127	0.047
0.396296	0.003
0.428571	0.014
0.5	0.001

--------------------------------------
