1	91
1	176
1	234
1	235
1	335
1	341
1	681
2	433
2	528
2	650
2	668
2	693
2	710
2	970
3	440
3	631
3	667
3	845
3	894
3	912
3	991
4	142
4	682
4	732
4	738
4	828
4	947
4	994
5	244
5	340
5	884
5	907
5	929
5	931
5	944
6	755
6	820
6	916
6	933
6	972
6	995
6	1000
7	92
7	326
7	853
7	915
7	977
7	991
7	996
8	147
8	674
8	755
8	828
8	927
8	934
8	994
9	34
9	111
9	215
9	219
9	290
9	319
9	934
10	301
10	517
10	829
10	900
10	935
10	966
10	985
11	258
11	428
11	615
11	664
11	687
11	696
11	869
12	545
12	749
12	767
12	961
12	967
12	974
12	998
13	174
13	731
13	785
13	825
13	898
13	905
13	949
14	161
14	354
14	372
14	555
14	672
14	831
14	926
15	145
15	251
15	311
15	524
15	529
15	534
15	887
16	150
16	313
16	703
16	734
16	881
16	975
16	981
17	225
17	795
17	855
17	894
17	966
17	972
17	985
18	181
18	359
18	851
18	903
18	922
18	948
18	990
19	24
19	299
19	311
19	447
19	529
19	534
19	941
20	493
20	655
20	876
20	883
20	917
20	923
20	926
21	182
21	212
21	238
21	421
21	444
21	445
21	515
22	99
22	317
22	563
22	600
22	892
22	958
22	981
23	317
23	336
23	914
23	949
23	955
23	965
23	997
24	19
24	373
24	476
24	704
24	821
24	964
24	980
25	512
25	560
25	714
25	736
25	826
25	872
25	984
26	400
26	530
26	707
26	928
26	951
26	964
26	989
27	305
27	411
27	454
27	479
27	496
27	862
27	923
28	164
28	461
28	792
28	797
28	835
28	934
28	994
29	642
29	912
29	922
29	950
29	978
29	992
29	997
30	665
30	810
30	840
30	900
30	917
30	923
30	926
31	202
31	658
31	804
31	872
31	896
31	901
31	945
32	133
32	298
32	533
32	679
32	949
32	955
32	997
33	469
33	501
33	568
33	609
33	731
33	833
33	943
34	9
34	138
34	159
34	215
34	227
34	290
34	319
35	173
35	457
35	619
35	672
35	679
35	690
35	740
36	364
36	621
36	784
36	852
36	938
36	942
36	957
37	566
37	860
37	875
37	941
37	959
37	977
37	991
38	350
38	658
38	704
38	868
38	934
38	940
38	947
39	334
39	528
39	650
39	665
39	693
39	710
39	844
40	438
40	799
40	829
40	892
40	905
40	990
40	999
41	299
41	494
41	746
41	819
41	849
41	902
41	945
42	118
42	123
42	512
42	792
42	881
42	947
42	994
43	248
43	712
43	750
43	912
43	968
43	979
43	992
44	156
44	304
44	308
44	339
44	457
44	525
44	681
45	543
45	811
45	831
45	839
45	867
45	882
45	899
46	688
46	700
46	701
46	731
46	784
46	903
46	908
47	222
47	372
47	758
47	782
47	869
47	879
47	963
48	112
48	542
48	818
48	821
48	833
48	980
48	988
49	266
49	754
49	776
49	777
49	789
49	790
49	814
50	239
50	454
50	479
50	486
50	496
50	983
50	999
51	530
51	758
51	778
51	796
51	863
51	873
51	877
52	310
52	459
52	462
52	474
52	849
52	893
52	896
53	550
53	791
53	832
53	955
53	960
53	965
53	997
54	815
54	842
54	902
54	949
54	955
54	960
54	997
55	625
55	874
55	884
55	929
55	931
55	932
55	944
56	232
56	325
56	501
56	568
56	571
56	602
56	609
57	406
57	483
57	527
57	665
57	760
57	807
57	994
58	296
58	781
58	883
58	892
58	897
58	904
58	975
59	732
59	773
59	812
59	828
59	868
59	944
59	994
60	780
60	817
60	857
60	869
60	879
60	989
60	996
61	569
61	571
61	593
61	697
61	776
61	824
61	986
62	352
62	527
62	663
62	667
62	769
62	908
62	971
63	278
63	322
63	511
63	587
63	618
63	743
63	761
64	829
64	869
64	903
64	940
64	990
64	997
64	999
65	83
65	155
65	478
65	946
65	961
65	967
65	998
66	453
66	559
66	811
66	839
66	867
66	899
66	975
67	156
67	214
67	288
67	943
67	971
67	976
67	989
68	429
68	503
68	563
68	599
68	887
68	891
68	978
69	476
69	574
69	785
69	825
69	856
69	898
69	965
70	516
70	612
70	645
70	719
70	858
70	873
70	877
71	184
71	288
71	543
71	640
71	653
71	671
71	735
72	642
72	757
72	821
72	876
72	900
72	923
72	926
73	541
73	754
73	781
73	797
73	890
73	979
73	992
74	95
74	166
74	239
74	286
74	709
74	729
74	998
75	113
75	263
75	375
75	405
75	598
75	869
75	871
76	236
76	584
76	837
76	855
76	894
76	966
76	985
77	623
77	782
77	883
77	891
77	925
77	975
77	981
78	772
78	905
78	914
78	921
78	961
78	974
78	976
79	259
79	278
79	312
79	647
79	683
79	743
79	906
80	930
80	953
80	967
80	974
80	982
80	987
80	993
81	144
81	182
81	212
81	217
81	421
81	444
81	445
82	396
82	562
82	714
82	826
82	872
82	958
82	986
83	65
83	123
83	654
83	764
83	835
83	868
83	994
84	246
84	632
84	710
84	759
84	842
84	847
84	899
85	676
85	701
85	753
85	839
85	864
85	867
85	899
86	505
86	510
86	713
86	848
86	906
86	991
86	996
87	441
87	478
87	622
87	760
87	807
87	903
87	945
88	841
88	915
88	918
88	961
88	963
88	967
88	974
89	207
89	521
89	543
89	602
89	671
89	735
89	739
90	281
90	721
90	746
90	900
90	917
90	923
90	926
91	1
91	176
91	215
91	335
91	341
91	442
91	550
92	7
92	462
92	709
92	729
92	763
92	961
92	998
93	247
93	668
93	739
93	949
93	955
93	965
93	997
94	736
94	741
94	749
94	777
94	789
94	790
94	882
95	74
95	581
95	763
95	775
95	944
95	946
95	963
96	647
96	823
96	849
96	886
96	966
96	970
96	985
97	331
97	853
97	913
97	977
97	991
97	993
97	996
98	521
98	734
98	850
98	887
98	892
98	929
98	981
99	22
99	658
99	712
99	796
99	863
99	873
99	877
100	628
100	837
100	895
100	910
100	948
100	990
100	999
101	301
101	780
101	840
101	900
101	917
101	923
101	926
102	274
102	312
102	647
102	683
102	743
102	974
102	982
103	338
103	645
103	894
103	943
103	971
103	976
103	989
104	631
104	651
104	800
104	940
104	948
104	990
104	999
105	362
105	604
105	922
105	930
105	950
105	968
105	979
106	546
106	801
106	834
106	870
106	873
106	937
106	962
107	462
107	591
107	623
107	810
107	917
107	924
107	981
108	339
108	567
108	688
108	712
108	784
108	861
108	943
109	164
109	352
109	708
109	908
109	961
109	976
109	989
110	522
110	636
110	949
110	955
110	959
110	960
110	997
111	9
111	677
111	860
111	913
111	923
111	991
111	996
112	48
112	537
112	543
112	640
112	653
112	735
112	862
113	75
113	161
113	389
113	545
113	635
113	737
113	783
114	741
114	771
114	776
114	777
114	789
114	790
114	972
115	331
115	664
115	686
115	687
115	696
115	737
115	980
116	219
116	368
116	859
116	945
116	983
116	984
116	997
117	230
117	376
117	418
117	470
117	669
117	910
117	988
118	42
118	944
118	969
118	972
118	978
118	995
118	1000
119	202
119	354
119	518
119	539
119	555
119	922
119	971
120	413
120	516
120	832
120	913
120	959
120	977
120	991
121	499
121	531
121	664
121	916
121	941
121	991
121	996
122	224
122	363
122	688
122	928
122	933
122	951
122	989
123	42
123	83
123	233
123	588
123	911
123	947
123	985
124	210
124	769
124	872
124	946
124	974
124	983
124	998
125	652
125	753
125	857
125	871
125	879
125	954
125	996
126	449
126	736
126	741
126	754
126	776
126	789
126	928
127	576
127	577
127	866
127	916
127	978
127	995
127	1000
128	498
128	864
128	884
128	931
128	932
128	944
128	948
129	695
129	786
129	824
129	844
129	905
129	909
129	912
130	425
130	614
130	808
130	837
130	853
130	941
130	991
131	171
131	191
131	801
131	870
131	925
131	962
131	997
132	450
132	500
132	690
132	719
132	808
132	822
132	936
133	32
133	566
133	893
133	896
133	955
133	965
133	997
134	441
134	622
134	665
134	718
134	807
134	831
134	996
135	293
135	412
135	647
135	650
135	668
135	693
135	710
136	275
136	715
136	778
136	796
136	863
136	873
136	877
137	393
137	671
137	736
137	748
137	891
137	924
137	975
138	34
138	215
138	219
138	290
138	319
138	570
138	792
139	611
139	745
139	759
139	814
139	847
139	913
139	918
140	389
140	394
140	545
140	737
140	783
140	878
140	962
141	498
141	569
141	786
141	822
141	847
141	972
141	986
142	4
142	664
142	823
142	935
142	966
142	970
142	985
143	573
143	827
143	851
143	895
143	909
143	948
143	990
143	999
144	81
144	823
144	837
144	855
144	886
144	935
144	970
144	985
145	15
145	158
145	267
145	447
145	529
145	534
145	976
145	996
146	231
146	233
146	268
146	428
146	664
146	686
146	687
146	696
147	8
147	257
147	350
147	631
147	835
147	934
147	947
147	994
148	684
148	751
148	829
148	889
148	910
